seeker_id,name,skills,industry,education,location,experience_years,salary_expectation
b6c317a6-dd42-489b-92ff-0d3c7b8b7d48,Susan Hill,Agribusiness|Livestock|Irrigation,Agriculture,Certificate - Mzumbe University,Arusha,6,5351543
024848f3-8fc9-415d-a32e-63ce313e58fe,Joseph Jackson,Curriculum Design|Special Needs|Counseling,Education,Bachelor - Muhimbili University,Kilimanjaro,4,7535568
bb4b9bcc-be9e-4e04-9bec-5932200341ed,Keith Huber Jr.,Soil Science|Livestock|Agribusiness,Agriculture,Bachelor - University of Dar es Salaam,Mbeya,7,7263582
3ef24bc5-ec65-48d2-a88d-ea7ff6bb71a3,Frank Garrett,Driving|Route Planning|Nursing|Fleet Management,Transport,PhD - University of Dar es Salaam,Mwanza,4,12863427
3a9d6f54-b31b-4e6d-ae0e-e45c835d1a5c,Wayne Hill,Electrical Engineering|Surveying|Renewables|Maintenance|Financial Analysis|Cloud,Energy,Bachelor - University of Dodoma,Tanga,1,6029472
db2a6cc8-b709-46c2-bac7-cb480fdc30d2,Valerie Mccoy,Livestock|Soil Science|Irrigation,Agriculture,Master - Muhimbili University,Dodoma,9,5549146
621d2566-94cf-48a2-94a5-a6ea2061c28d,Kimberly Garcia,Irrigation|Electrical Engineering|Energy Auditing|Surveying|Maintenance|Grid Management,Energy,Bachelor - Muhimbili University,Moshi,10,13933443
673059a8-9891-4156-8faa-671c4c224589,Nicholas Yoder,Safety Compliance|Linux|Civil Engineering|AutoCAD,Construction,Bachelor - Nelson Mandela Institute,Kilimanjaro,2,6524035
b5a75d73-5ef0-4b6e-ae20-16e95225232e,Dr. Taylor Cruz,Python|Surveying|React|Driving|Django,ICT,Diploma - Sokoine University,Tanga,2,15313886
aafc7d94-a091-427e-ad3d-d07cb89b48ff,Dana Mitchell,Clinical Research|Renewables|Counseling|Maintenance|Grid Management,Energy,Diploma - Sokoine University,Morogoro,13,16849919
8d695e06-eb87-4724-ac6c-8ad37deaba58,Phillip Johnson,Nursing|Site Management|Public Health|Soil Science|Clinical Research|Android,Healthcare,Diploma - St. Augustine University,Zanzibar,10,17903861
735b7d79-4a2c-4848-8fb9-e1c6fdf86b0c,Megan Levy,Route Planning|Public Health|Customer Service|Dispatch|Logistics,Transport,Certificate - Mzumbe University,Zanzibar,0,9140607
ed9ab688-135e-4a86-ad33-d52270e4aba3,Alyssa Davis,Irrigation|SQL|Soil Science|Cloud|Crop Science,Agriculture,Certificate - University of Dar es Salaam,Zanzibar,10,13803983
38d91b60-9120-4dcb-bbd9-aa2e7b99787f,Robin Kennedy,Safety Compliance|Site Management|Electrical Engineering|Soil Science|AutoCAD|Grid Management,Construction,Diploma - Ardhi University,Mbeya,9,7248890
1e9045be-612a-4cd2-bf7a-a6fb5877c6b4,Lauren Hobbs,Dispatch|Route Planning|Driving,Transport,Certificate - St. Augustine University,Dodoma,14,11545769
e59df0de-a8ed-4b75-a97f-f1a96ec8aa5a,James Mayer,Linux|Cloud|SQL|Excel,ICT,Certificate - Ardhi University,Mbeya,8,6904392
2bdc3f2b-ac0c-452d-a960-15b05796b9b9,Jordan Delgado,Soil Science|Agribusiness|Crop Science,Agriculture,Certificate - University of Dar es Salaam,Moshi,15,7547618
bf4244e6-ee3b-4eef-a1ed-aa23801261ce,Sheila Kennedy,Travel Planning|Customer Service|Tour Guiding,Tourism,Diploma - Mzumbe University,Mbeya,10,4272349
b9723438-befb-4a45-ac24-4ac02bfcd2da,John Gutierrez,Networking|Cloud|Customer Service|Django,ICT,Master - St. Augustine University,Dar es Salaam,11,11499422
7aedcaae-9a8f-471d-bc98-753a4fdbbeda,Kim Flores,Site Management|Travel Planning|SQL|Surveying|AutoCAD,Construction,Certificate - St. Augustine University,Zanzibar,12,14755925
d2b97717-3776-4a37-9741-0a15643bb780,Teresa Barrett,SQL|Energy Auditing|Driving|Renewables|Maintenance|Teaching,Energy,Diploma - Mzumbe University,Dar es Salaam,7,8473147
341ea321-7cf5-4447-9dc1-21253d0fd8dd,Ricardo Mills,Special Needs|Site Management|eLearning|Financial Analysis|Auditing|Curriculum Design,Education,Certificate - Ardhi University,Kilimanjaro,1,5859472
5fc86aa4-c014-4975-9198-ef52838e4fed,Rachael Russell,Safety Compliance|Patient Care|Site Management|Surveying|Civil Engineering,Construction,Diploma - University of Dar es Salaam,Moshi,7,13804740
fb144ef4-2b5b-49db-b4e7-410f6fc5934e,Justin Howard,Nursing|Counseling|Teaching|Curriculum Design|Event Planning|Livestock,Education,Diploma - University of Dodoma,Moshi,15,3081552
1f6c581c-1ad5-4383-9905-bda8f98bbf8e,Charles Davis,eLearning|Curriculum Design|Special Needs,Education,Bachelor - Mzumbe University,Morogoro,8,7742300
27edb6bf-1f71-49c0-884a-1063967d573a,Daniel Hughes,SQL|Energy Auditing|Soil Science|React|Android,ICT,Bachelor - University of Dodoma,Moshi,3,6948047
e3ff4ad5-56bb-43fa-84c2-a601505cd93c,Mackenzie Trevino,Networking|Agribusiness|Counseling|Teaching|Curriculum Design,Education,Certificate - St. Augustine University,Moshi,7,5396233
eea2788c-02cd-4262-a1b3-3f7cbae7ec1d,Penny Taylor,Grid Management|Electrical Engineering|Event Planning|Maintenance,Energy,Diploma - University of Dar es Salaam,Zanzibar,15,14420975
dbee4be5-5d3f-4073-9e7a-a1aca2db29c6,Tina Shannon,Special Needs|Hotel Management|SQL|Counseling|Agribusiness|Curriculum Design,Education,Diploma - St. Augustine University,Kilimanjaro,0,12515249
fee92f9c-93b7-4a04-982d-16374299b5bc,Jeffery Jenkins,Public Health|Excel|Auditing|Financial Analysis|Linux|AutoCAD,Finance,Bachelor - Ardhi University,Arusha,5,3412130
ca5af3bd-6f4a-4401-8726-bdb941bc4883,Adam Mercer,Patient Care|Lab Work|Excel|Clinical Research|Civil Engineering|Grid Management,Healthcare,Certificate - Muhimbili University,Dodoma,0,10914492
8094e6f8-4011-4b36-acd7-f207db7a7318,Bryan Miller,Safety Compliance|Lab Work|React|Cloud|Django|Android,ICT,Master - Sokoine University,Dar es Salaam,15,17958693
f6d8d4e0-d114-4a26-92a7-8bd5006e44a4,Michael Rosales,Special Needs|Electrical Engineering|Energy Auditing|Renewables|Grid Management|Android,Energy,Diploma - University of Dodoma,Zanzibar,5,14989157
536b0ece-b9d9-4e97-bd49-906301aa32f2,Jacqueline Roberts,Accounting|Excel|Agribusiness|Event Planning|Livestock|Crop Science,Agriculture,PhD - Sokoine University,Mbeya,12,11319456
680ce1e2-d547-428c-8385-117951de4846,Robert Long,Surveying|Civil Engineering|AutoCAD|Fleet Management,Construction,Bachelor - St. Augustine University,Zanzibar,8,4228995
4bb3178b-aadb-40ea-bd68-2abe40784b79,Courtney Sanchez,SQL|Linux|React|Hotel Management,ICT,Bachelor - Mzumbe University,Tanga,8,16553103
0170bf58-0ab1-485f-89c2-5343ac55b18c,Ian Hernandez,Networking|Irrigation|Renewables|Agribusiness|Maintenance|Crop Science,Agriculture,Diploma - Muhimbili University,Dar es Salaam,2,11697436
6fec46be-0235-4f3a-a63a-97188a61a4c3,Sarah Powell,Site Management|AutoCAD|Civil Engineering,Construction,Bachelor - Nelson Mandela Institute,Mbeya,0,5549542
b05fa950-d6b5-4071-8394-c5eea827083d,Jeffrey Stewart,Safety Compliance|Surveying|Excel|Clinical Research|AutoCAD,Construction,Certificate - Sokoine University,Tanga,12,9934758
fbe1a804-c4e1-4be0-a9a1-f857e5b45012,John Strong,Nursing|Tour Guiding|Lab Work|Clinical Research|Civil Engineering,Healthcare,Certificate - Nelson Mandela Institute,Zanzibar,11,10390815
edbe4a35-a32e-4f89-b380-117d5cfc8ebc,Brian Rhodes,Civil Engineering|Soil Science|Livestock|Agribusiness,Agriculture,Master - Mzumbe University,Zanzibar,4,7922511
d50ac912-bfc1-4fb6-af7c-ece8830e253e,Marc Scott,Cloud|React|Android,ICT,Diploma - University of Dodoma,Arusha,13,16969374
41a1528c-629a-42bd-af21-c8b889d46861,Steven Ortiz,Soil Science|Irrigation|Crop Science,Agriculture,Diploma - St. Augustine University,Moshi,11,12384459
30cd9db2-6a1d-433d-9eb2-3e1c0bf4cd19,Ryan Patterson,Python|Renewables|Linux|Cloud|Android,ICT,Bachelor - Mzumbe University,Kilimanjaro,11,11250134
a226e7f0-1bd9-405b-8abf-3968142aba8d,Manuel Mccarty,Agribusiness|Livestock|Soil Science,Agriculture,Master - University of Dodoma,Kilimanjaro,2,6343689
7f3900db-937b-4806-ab66-81b22687eb82,Shannon Olson,Special Needs|Travel Planning|Irrigation|Tour Guiding|Hotel Management|React,Tourism,Certificate - Muhimbili University,Mwanza,4,17261718
40c232ec-a2c3-4f14-b063-990752123fdd,Angela Hernandez,eLearning|Curriculum Design|Auditing|Teaching,Education,Diploma - Ardhi University,Zanzibar,8,14002040
50cbe0aa-79fa-40f3-aacd-d731f63c88ea,Trevor Peterson,Special Needs|eLearning|Teaching|Cloud|Event Planning|Django,Education,Diploma - University of Dodoma,Mwanza,1,16596836
642a4b57-cb06-4a4b-9dd9-80513eb67877,Dan Porter,eLearning|Counseling|Teaching,Education,Master - Ardhi University,Mwanza,1,3218360
2cc191e7-9300-4427-8c86-e303058a3cae,Marcus Hall,Special Needs|eLearning|SQL|Counseling|Financial Analysis,Education,Certificate - St. Augustine University,Zanzibar,10,13338715
c35c54cb-c092-48fb-a2a0-8fc21ae3d1d6,Courtney Wood,Networking|Python|Flutter|Customer Service|Linux,ICT,Bachelor - St. Augustine University,Dar es Salaam,9,15955493
f5b5ac9d-775c-4492-9883-13cbd035ffbd,Joshua Wells,Dispatch|Logistics|Fleet Management|Public Health,Transport,Bachelor - Mzumbe University,Kilimanjaro,8,8896873
fccdd3f0-cd3a-48dc-b474-b1a5e1644faf,Kimberly Duncan,Electrical Engineering|Renewables|Energy Auditing|Irrigation,Energy,Certificate - Ardhi University,Arusha,4,10049552
deed5866-afd2-426b-969f-fd4c8a809c60,Karla Reeves,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Tourism,PhD - Sokoine University,Dodoma,3,9500823
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,Michelle Davis,Dispatch|Logistics|Fleet Management,Transport,Diploma - Sokoine University,Arusha,3,10002426
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,Elizabeth Mcguire,eLearning|Counseling|Teaching,Education,Bachelor - St. Augustine University,Tanga,15,4458591
3e0b5eb8-d330-4d66-ae57-b86187a6778b,Wendy Saunders,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Energy,Certificate - University of Dodoma,Zanzibar,13,13358461
16e9dc7b-a1a3-4a60-9d19-b5884673791b,Matthew Hansen,Electrical Engineering|Renewables|Grid Management|Android,Energy,Certificate - Nelson Mandela Institute,Tanga,15,7899599
46cd0616-b1a5-4671-9dd1-22cd8d077990,John Burke,Tax|Patient Care|SQL|Lab Work|Clinical Research,Healthcare,Certificate - Mzumbe University,Dodoma,10,5169624
1071447b-02ef-4a2f-9899-03d18f90cd2a,Pamela Brown,Dispatch|Route Planning|Fleet Management,Transport,Diploma - Muhimbili University,Zanzibar,9,13460680
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,Michelle Taylor,Nursing|Patient Care|Public Health|Excel|Django|Android,Healthcare,Bachelor - Ardhi University,Mwanza,6,11611314
dd4c7a18-9d74-4e64-a8bb-b88b59f8b50d,Kyle Burke,Networking|Android|Counseling|Cloud|Crop Science,ICT,Certificate - St. Augustine University,Kilimanjaro,6,10647769
07948070-0228-42f8-a835-793e9c7c65e2,Arthur Todd,eLearning|Counseling|Teaching|Curriculum Design|Cloud,Education,Diploma - St. Augustine University,Mbeya,5,13121595
675d2b05-8fd9-4a40-b737-395668a227b0,Samantha Parker,Site Management|Accounting|Clinical Research|Auditing|Financial Analysis|AutoCAD,Finance,Bachelor - Nelson Mandela Institute,Moshi,13,10276588
502ba052-03cc-48ae-bf26-b4bd8bc6b905,Timothy Nelson,eLearning|Curriculum Design|Teaching,Education,Bachelor - Ardhi University,Mbeya,6,5315637
58e696bf-706b-4821-9c7c-123372652de0,Jeffrey Martinez,Grid Management|SQL|Energy Auditing|Renewables|AutoCAD|Fleet Management,Energy,Bachelor - University of Dodoma,Dar es Salaam,3,4440562
ce60ebf7-f7ac-4b5d-b9c0-547ba57d9d45,Tammy Smith,eLearning|Electrical Engineering|Surveying|Counseling|Curriculum Design,Education,PhD - University of Dar es Salaam,Arusha,5,5288664
dc82f209-9c23-492d-8f9e-b5ea8bf46a43,Nathan Romero,Customer Service|Soil Science|Irrigation|Crop Science,Agriculture,Bachelor - Mzumbe University,Mwanza,2,17116690
e9648035-10d1-4bc6-a58f-1ab2d4c87996,Holly Henry DVM,Tax|Accounting|Excel,Finance,Diploma - St. Augustine University,Morogoro,13,12398757
d273bedc-91c1-4c7a-acd1-886e511ce8e9,Adam Anderson,Special Needs|Surveying|Teaching|Curriculum Design|Civil Engineering,Education,Diploma - Nelson Mandela Institute,Morogoro,11,12515334
6d5a0a68-45c7-4e48-ad19-27367edb0c8a,Corey Hoffman,Tax|Soil Science|Agribusiness|Fleet Management|Crop Science,Agriculture,Certificate - University of Dar es Salaam,Mbeya,8,11809602
916443ff-3d04-460c-adab-79d629b148cc,Jeffrey Hernandez,Site Management|Surveying|AutoCAD,Construction,Bachelor - Mzumbe University,Mbeya,7,16873015
c8e86ab2-e836-47b6-a7f7-65ed652fb9c5,Jill Hensley,Networking|Accounting|Lab Work|Excel|Financial Analysis,Finance,Bachelor - University of Dar es Salaam,Arusha,9,6726357
5f560b87-a473-4aa1-b4f2-4d996d91dd04,Heather Young,Safety Compliance|Surveying|Renewables|AutoCAD|Crop Science,Construction,Diploma - Muhimbili University,Mwanza,11,5505517
00f2b71e-d9c2-404b-9d99-587b3b068762,Kenneth Bond DVM,Networking|Logistics|Flutter|React,ICT,PhD - Nelson Mandela Institute,Morogoro,6,5612561
d15d2e3a-534e-4d6d-9d0a-f31cc5b9793d,Michele Burns,Tax|Public Health|Excel|Agribusiness|Financial Analysis|Event Planning,Finance,Certificate - Mzumbe University,Zanzibar,3,10849439
e396369f-9657-4f7e-a128-3dbfc2296f36,Stacey Ortiz,Electrical Engineering|Energy Auditing|Dispatch|Clinical Research|Grid Management,Energy,Bachelor - University of Dar es Salaam,Mbeya,7,12948602
6c17798b-ed6e-4a3d-84c9-bfc8c2eb4be7,Nicole Fletcher,Tax|Financial Analysis|Excel,Finance,PhD - Nelson Mandela Institute,Mbeya,11,5524793
6b5eb1d5-980a-47ab-b0c3-99d58ce63bea,Tanya Anderson,Patient Care|Public Health|Lab Work|Financial Analysis|Linux|Event Planning,Healthcare,Bachelor - Mzumbe University,Tanga,11,5201148
881d400a-8814-481b-b54a-059f521c184f,Heather Perkins,Public Health|Accounting|Excel|Clinical Research|Auditing,Finance,Bachelor - Sokoine University,Zanzibar,8,7721247
68ce2a98-dede-4611-8f21-3e05ec6a005d,Rachel Casey,Tax|Patient Care|Special Needs|Excel|Financial Analysis|Grid Management,Finance,Certificate - University of Dar es Salaam,Moshi,7,7632498
63da58f4-1c19-48c1-8ae5-99c8bf8050a4,Shannon Mcconnell,Python|Accounting|Electrical Engineering|Flutter|Linux|Cloud,ICT,Certificate - Muhimbili University,Mwanza,3,7728883
926ba7d7-ed83-410d-bafa-758469c2bedf,Joseph Fields,Nursing|Public Health|Excel|Clinical Research|Counseling,Healthcare,Bachelor - University of Dodoma,Dodoma,9,15379560
0cae8393-492c-46bc-a26d-4fab03bc778c,Kenneth King,Hotel Management|Lab Work|Customer Service|Renewables|Event Planning,Tourism,PhD - Muhimbili University,Mwanza,9,7820901
00982688-a2e8-4555-ab60-f00ae5f930f2,Christopher Hernandez,Clinical Research|Nursing|Lab Work,Healthcare,Certificate - University of Dodoma,Tanga,5,4948041
6bb27ec1-e214-48ce-bbef-03c69043d3bb,Janice Mitchell,Grid Management|Energy Auditing|Counseling|Maintenance,Energy,Bachelor - Muhimbili University,Kilimanjaro,9,7041358
7951992d-cc29-4590-919d-b8b1626b0238,Laura Hunt,Dispatch|Driving|Fleet Management,Transport,Bachelor - University of Dar es Salaam,Zanzibar,13,14739609
eacd3eae-2f3e-47ac-9a4b-1ff3b50965d3,Ashley York,Agribusiness|Livestock|Irrigation,Agriculture,Bachelor - Mzumbe University,Kilimanjaro,7,10764532
b2fb56f3-99b4-444c-b655-1715a4e8af56,Dr. Kara Clark,Safety Compliance|Python|Flutter|Grid Management|Android,ICT,Certificate - Mzumbe University,Dodoma,15,10233981
2d9d45e7-99d4-42fc-8058-bcfac478af87,Michelle Davis,Safety Compliance|Excel|Agribusiness|Auditing|Financial Analysis,Finance,Certificate - Muhimbili University,Dar es Salaam,5,13183979
355736b5-6a0d-4b7e-8a92-2aa34c4e59f0,Thomas Bishop,Special Needs|SQL|Electrical Engineering|React|Maintenance|Django,ICT,Diploma - Mzumbe University,Dodoma,6,4388412
a187fc9f-882f-47c3-beb1-7f391aee7584,Sophia Harris,Safety Compliance|Electrical Engineering|SQL|Renewables|Linux|Grid Management,Energy,Bachelor - University of Dodoma,Zanzibar,0,16195466
78e265f7-cd87-4609-9243-2bdb75fd44a4,Christopher Clark,SQL|React|Python,ICT,Diploma - Muhimbili University,Dodoma,9,4941983
80aec431-0045-4927-8812-74d332f4c84d,Michael Baker,Safety Compliance|Civil Engineering|Surveying,Construction,PhD - University of Dodoma,Zanzibar,0,5960010
8c45fcf0-bd87-4406-8505-8357975a8104,Gregory Smith,SQL|Flutter|Android,ICT,Certificate - Mzumbe University,Dodoma,15,6192173
caa7880a-6c24-4438-8f0e-ca81b4d84405,Kenneth Stephens,Safety Compliance|Cloud|Site Management|AutoCAD,Construction,Bachelor - Ardhi University,Arusha,15,17352680
38ca8a77-4146-4851-a263-7aa364955771,Ronnie Williams,Accounting|Special Needs|Financial Analysis|Excel,Finance,PhD - University of Dar es Salaam,Kilimanjaro,2,4513734
75b9fa9f-1477-4829-932b-c383dddc98c6,Debbie Robinson,Clinical Research|Nursing|Flutter|Public Health,Healthcare,Diploma - Muhimbili University,Moshi,11,16472674
a22be54e-83b3-476a-809a-65fb92229d0b,Krystal Cohen,Patient Care|Site Management|Electrical Engineering|Energy Auditing|Renewables|Grid Management,Energy,Bachelor - Muhimbili University,Morogoro,12,14567344
832a95e1-e770-46d3-a226-2169f9793d9f,Sheri Webster,Travel Planning|Electrical Engineering|Renewables|Maintenance|Civil Engineering|Grid Management,Energy,Diploma - St. Augustine University,Morogoro,11,5531866
